User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
12845462,0,36,202.0,109.0,6.0,87.0,39.1
10578158,1,34,163.0,61.0,13.0,96.0,40.1
19789364,1,78,153.0,54.0,13.0,84.0,40.3
12301038,0,41,178.0,76.0,28.0,104.0,40.8
18976127,0,41,172.0,71.0,7.0,87.0,39.5
11460469,0,24,178.0,77.0,19.0,98.0,40.1
15238405,1,67,173.0,69.0,20.0,105.0,40.5
18559105,1,47,179.0,75.0,25.0,110.0,40.7
12761860,1,42,154.0,52.0,17.0,101.0,40.6
12777201,1,25,180.0,75.0,23.0,97.0,40.6
11084582,0,25,179.0,78.0,17.0,101.0,40.3
11393152,1,58,165.0,68.0,6.0,88.0,39.4
12327773,0,68,191.0,98.0,22.0,99.0,41.0
12038545,0,24,181.0,91.0,14.0,97.0,40.4
17593004,0,38,192.0,92.0,21.0,104.0,40.6
11708341,1,26,164.0,59.0,23.0,108.0,40.5
10753818,0,64,178.0,83.0,24.0,103.0,41.0
10608177,1,49,174.0,75.0,7.0,93.0,39.2
11267944,1,73,158.0,57.0,29.0,103.0,40.9
19795364,0,27,180.0,86.0,24.0,107.0,40.7
14290814,0,66,171.0,72.0,18.0,105.0,40.5
19222644,0,39,199.0,104.0,26.0,101.0,40.7
12847212,1,30,168.0,62.0,6.0,76.0,39.4
11986136,0,76,187.0,96.0,12.0,96.0,40.1
11830053,0,60,193.0,90.0,15.0,95.0,40.0
14737350,0,54,188.0,90.0,23.0,108.0,40.9
15294669,1,49,166.0,66.0,11.0,89.0,39.6
17146724,1,24,173.0,66.0,7.0,82.0,39.3
17490159,1,28,161.0,57.0,6.0,83.0,39.5
15501381,0,72,197.0,102.0,25.0,106.0,40.9
16736138,0,32,171.0,78.0,29.0,112.0,40.9
18493316,1,36,159.0,59.0,17.0,93.0,40.3
17497515,0,65,204.0,103.0,14.0,93.0,40.1
14364172,1,36,163.0,67.0,27.0,97.0,40.7
14217831,1,32,159.0,63.0,23.0,103.0,40.3
10483147,0,42,180.0,84.0,2.0,80.0,38.6
18046507,0,34,191.0,94.0,29.0,109.0,40.9
12414011,0,34,181.0,78.0,3.0,86.0,38.2
10710546,0,26,191.0,86.0,8.0,83.0,39.3
16175343,0,31,203.0,105.0,29.0,113.0,40.8
12020646,1,64,157.0,63.0,17.0,105.0,40.1
13611443,0,34,185.0,93.0,20.0,99.0,40.3
16383525,0,63,204.0,112.0,29.0,110.0,40.4
17841776,0,44,194.0,87.0,27.0,108.0,40.8
10735479,0,36,190.0,96.0,17.0,90.0,40.3
13117699,0,41,173.0,71.0,28.0,104.0,41.2
16042685,0,73,168.0,77.0,18.0,97.0,40.3
10315558,0,31,186.0,85.0,28.0,106.0,40.8
12304455,0,22,179.0,73.0,10.0,84.0,39.9
15503276,1,34,161.0,56.0,18.0,102.0,40.6
10565624,1,21,168.0,65.0,25.0,109.0,40.3
12458510,1,22,145.0,50.0,3.0,89.0,38.7
13885247,0,33,190.0,97.0,24.0,100.0,40.8
11572170,1,51,157.0,60.0,21.0,103.0,40.4
19911268,0,45,195.0,99.0,2.0,83.0,37.9
12859596,1,33,175.0,67.0,25.0,101.0,41.1
15376017,0,47,198.0,97.0,7.0,91.0,39.3
19921858,1,70,175.0,74.0,9.0,79.0,40.0
19187230,1,77,160.0,63.0,8.0,92.0,39.5
10874559,1,35,172.0,71.0,11.0,85.0,39.9
11746700,1,44,161.0,60.0,2.0,89.0,38.4
10952850,1,71,164.0,60.0,18.0,97.0,40.5
16785115,1,54,174.0,75.0,9.0,87.0,39.6
14951529,1,63,166.0,68.0,26.0,108.0,40.8
13846186,1,50,149.0,55.0,13.0,101.0,40.4
10590765,0,63,200.0,105.0,15.0,102.0,40.3
15032837,1,30,163.0,58.0,22.0,109.0,40.5
15511677,1,33,163.0,57.0,4.0,84.0,38.7
18148848,0,38,189.0,91.0,24.0,100.0,40.5
13172849,0,20,183.0,81.0,17.0,97.0,40.5
18401432,1,67,159.0,62.0,13.0,94.0,40.2
14857446,0,24,188.0,90.0,14.0,103.0,40.1
12734403,0,30,197.0,103.0,27.0,109.0,40.5
11693744,1,35,145.0,49.0,18.0,103.0,40.2
10622381,1,63,176.0,79.0,29.0,111.0,40.5
18548803,1,50,157.0,60.0,6.0,91.0,39.4
18119523,0,33,200.0,101.0,17.0,98.0,40.5
13991141,1,36,163.0,58.0,4.0,84.0,39.0
10677750,0,75,187.0,97.0,7.0,84.0,39.1
17724752,0,56,184.0,93.0,13.0,97.0,39.9
17047475,1,50,182.0,75.0,22.0,111.0,40.6
18908393,0,24,183.0,80.0,27.0,116.0,40.6
19475479,1,32,172.0,72.0,8.0,80.0,39.5
10854360,0,49,193.0,100.0,22.0,99.0,40.5
17425584,1,77,170.0,65.0,3.0,89.0,39.0
15539064,0,67,171.0,75.0,19.0,97.0,40.5
14130669,0,23,182.0,81.0,30.0,112.0,41.0
15015988,0,37,192.0,95.0,21.0,98.0,40.7
13741485,1,35,163.0,59.0,20.0,107.0,40.6
13015812,0,34,185.0,83.0,23.0,97.0,40.8
13939844,1,49,168.0,67.0,21.0,98.0,40.4
13135068,1,69,156.0,61.0,8.0,83.0,39.4
13286573,0,49,194.0,101.0,16.0,103.0,40.4
19246830,1,41,150.0,51.0,22.0,95.0,40.2
18976105,0,42,195.0,95.0,17.0,105.0,40.2
14714345,0,52,188.0,93.0,21.0,107.0,40.6
18319225,1,26,158.0,60.0,12.0,91.0,40.0
14775199,1,79,178.0,80.0,25.0,104.0,40.5
10074404,0,72,172.0,82.0,19.0,107.0,40.5
16366307,0,34,195.0,92.0,10.0,91.0,39.9
13945114,1,60,152.0,50.0,7.0,89.0,39.8
16749464,1,45,158.0,57.0,7.0,91.0,39.3
18521428,0,33,188.0,92.0,19.0,98.0,40.4
10207737,0,56,192.0,97.0,20.0,109.0,40.5
10722362,1,21,153.0,54.0,8.0,94.0,39.8
15316949,1,50,161.0,61.0,18.0,99.0,40.5
14920065,0,60,184.0,86.0,27.0,105.0,41.0
10809847,0,39,162.0,72.0,28.0,108.0,40.7
12363678,0,48,175.0,75.0,19.0,110.0,40.7
17804243,1,38,163.0,65.0,19.0,97.0,40.5
15862195,0,54,190.0,95.0,22.0,110.0,40.3
12555008,0,23,195.0,89.0,27.0,104.0,41.0
13788834,1,72,164.0,68.0,15.0,94.0,40.2
19113986,0,47,179.0,79.0,6.0,74.0,39.3
19510192,1,58,170.0,72.0,8.0,103.0,39.9
15831321,0,41,179.0,85.0,25.0,101.0,40.8
14142930,0,62,193.0,100.0,8.0,90.0,39.4
16036236,1,30,168.0,67.0,29.0,107.0,40.9
19962170,1,32,156.0,56.0,23.0,113.0,40.5
11390035,0,20,178.0,80.0,9.0,84.0,39.4
16163940,1,53,168.0,65.0,21.0,102.0,40.5
17847428,0,51,189.0,95.0,30.0,112.0,41.0
18908334,0,78,177.0,86.0,23.0,100.0,40.8
17029728,1,31,169.0,69.0,1.0,74.0,37.6
10082523,0,74,205.0,112.0,6.0,83.0,39.0
15505673,1,50,177.0,70.0,22.0,106.0,40.9
12679497,1,40,160.0,70.0,8.0,88.0,40.0
17438788,0,41,172.0,75.0,8.0,88.0,39.7
19382988,1,26,161.0,54.0,13.0,94.0,40.3
13632419,0,25,185.0,89.0,27.0,104.0,40.8
12432246,0,31,184.0,89.0,15.0,105.0,39.9
19984594,0,20,186.0,90.0,4.0,83.0,38.8
14768524,1,55,176.0,72.0,5.0,84.0,39.3
18107311,1,52,160.0,59.0,25.0,103.0,40.7
11102823,0,60,208.0,105.0,26.0,110.0,40.6
11337714,0,36,191.0,93.0,16.0,97.0,40.0
15422663,1,53,168.0,69.0,11.0,89.0,40.0
10201123,0,36,193.0,95.0,10.0,97.0,40.0
10310404,1,23,169.0,68.0,25.0,114.0,40.9
17001911,1,36,164.0,57.0,2.0,79.0,37.9
13586767,1,37,166.0,61.0,25.0,103.0,40.7
11312954,0,48,181.0,80.0,27.0,105.0,40.6
19873304,1,39,167.0,71.0,27.0,118.0,41.1
10331021,0,21,205.0,103.0,7.0,88.0,39.6
10566369,0,20,187.0,86.0,23.0,100.0,40.3
19286727,0,57,169.0,72.0,8.0,84.0,39.7
19845852,1,77,160.0,66.0,15.0,94.0,40.5
18971121,0,34,184.0,85.0,19.0,109.0,40.4
16784301,0,52,189.0,92.0,23.0,97.0,40.7
15158798,0,70,194.0,91.0,28.0,103.0,40.8
12730658,1,64,157.0,54.0,12.0,95.0,40.1
16649627,0,73,198.0,101.0,18.0,97.0,40.7
16205668,0,47,195.0,99.0,11.0,88.0,39.8
15013894,1,39,164.0,65.0,5.0,84.0,39.2
12286808,1,25,163.0,60.0,7.0,89.0,39.4
10485469,0,22,165.0,67.0,27.0,119.0,40.4
13340241,0,67,173.0,78.0,4.0,95.0,38.7
14093741,1,64,164.0,67.0,13.0,94.0,40.2
11983925,0,37,200.0,100.0,12.0,91.0,40.1
11222672,0,21,184.0,78.0,19.0,100.0,40.5
17862213,0,40,190.0,97.0,7.0,83.0,39.5
18184462,1,36,174.0,68.0,19.0,108.0,40.1
14919629,1,53,178.0,77.0,11.0,95.0,39.9
17551112,0,41,192.0,99.0,22.0,98.0,40.5
17567644,0,56,184.0,88.0,5.0,89.0,39.5
17752929,1,29,166.0,65.0,11.0,84.0,40.0
18452221,0,28,192.0,92.0,7.0,92.0,39.5
15176055,0,22,191.0,88.0,10.0,90.0,39.7
10836299,0,76,195.0,93.0,23.0,96.0,40.5
14734299,0,73,175.0,76.0,4.0,86.0,38.9
10567350,0,39,191.0,86.0,23.0,97.0,40.6
13304804,1,69,162.0,59.0,11.0,95.0,39.6
10638410,1,46,180.0,75.0,12.0,93.0,40.1
13464795,1,30,163.0,58.0,30.0,115.0,40.6
13693397,1,35,168.0,67.0,17.0,101.0,40.1
14347203,1,60,176.0,71.0,24.0,107.0,41.0
13541948,1,35,150.0,50.0,25.0,104.0,41.0
12431875,0,26,182.0,84.0,5.0,81.0,39.1
18290984,0,21,183.0,83.0,23.0,104.0,40.5
15699085,1,27,158.0,57.0,22.0,101.0,40.4
17286230,1,47,172.0,69.0,21.0,97.0,40.6
12037170,1,27,183.0,79.0,3.0,80.0,38.9
15295331,0,49,181.0,79.0,29.0,108.0,40.7
13302612,0,27,178.0,83.0,19.0,102.0,41.0
14255616,0,46,194.0,91.0,14.0,91.0,40.0
12824130,0,58,197.0,98.0,14.0,102.0,40.1
12481603,0,27,172.0,77.0,13.0,101.0,39.9
17977871,0,29,176.0,76.0,13.0,91.0,39.8
10164017,0,39,197.0,96.0,3.0,78.0,38.6
13155595,1,56,160.0,63.0,4.0,84.0,38.7
11627255,0,32,183.0,83.0,21.0,97.0,40.4
12530320,1,43,169.0,67.0,5.0,80.0,39.0
14132143,0,21,202.0,98.0,21.0,108.0,40.5
14940695,1,76,175.0,72.0,10.0,97.0,39.8
17806572,1,22,162.0,59.0,15.0,104.0,40.0
14971780,0,35,200.0,99.0,24.0,104.0,40.6
16691239,0,45,191.0,95.0,28.0,105.0,41.0
15563989,0,32,176.0,83.0,10.0,99.0,39.7
10679574,0,39,178.0,80.0,25.0,105.0,40.7
10176870,1,44,174.0,75.0,27.0,105.0,40.8
19455108,1,26,174.0,67.0,6.0,84.0,39.4
18145627,1,42,179.0,72.0,17.0,98.0,40.1
13361025,1,24,178.0,78.0,2.0,93.0,38.2
19596964,0,56,186.0,93.0,14.0,91.0,40.0
18120047,0,71,185.0,96.0,5.0,85.0,39.1
19554783,1,37,187.0,84.0,11.0,99.0,39.9
17873138,1,47,162.0,63.0,10.0,81.0,39.9
12940540,0,48,167.0,67.0,29.0,112.0,40.9
12338218,0,52,183.0,86.0,11.0,87.0,40.0
11860761,0,40,192.0,98.0,24.0,99.0,40.4
16221860,1,66,180.0,75.0,4.0,88.0,38.9
14662956,1,37,157.0,59.0,16.0,94.0,40.2
15359537,0,28,193.0,93.0,17.0,94.0,40.4
19371363,1,59,148.0,51.0,10.0,93.0,39.7
16364264,0,24,182.0,78.0,28.0,105.0,40.8
15285889,1,67,162.0,62.0,26.0,93.0,40.7
11844111,0,33,192.0,98.0,10.0,97.0,39.8
10907293,0,34,192.0,99.0,15.0,97.0,40.1
12870966,0,40,181.0,84.0,17.0,99.0,40.4
17244789,0,22,193.0,85.0,28.0,116.0,41.0
11185950,0,66,164.0,75.0,27.0,114.0,40.7
15381308,0,42,182.0,82.0,19.0,103.0,40.2
16193075,0,42,209.0,111.0,7.0,83.0,39.5
19166163,0,64,203.0,97.0,23.0,106.0,40.7
14314848,1,32,162.0,64.0,28.0,105.0,40.5
11718003,0,24,189.0,91.0,1.0,78.0,37.7
17985735,0,26,182.0,83.0,27.0,107.0,41.0
12701312,1,32,159.0,55.0,13.0,92.0,40.2
10377282,0,51,190.0,94.0,21.0,105.0,40.4
18979629,1,40,165.0,59.0,27.0,110.0,41.1
15987356,1,34,179.0,74.0,25.0,101.0,40.9
15694837,0,48,185.0,88.0,15.0,103.0,40.0
10160535,1,21,147.0,45.0,23.0,100.0,40.6
19295195,1,31,175.0,68.0,12.0,91.0,40.3
19318394,0,76,193.0,103.0,18.0,95.0,40.3
19941237,0,20,177.0,79.0,5.0,84.0,38.9
19326172,0,22,167.0,73.0,18.0,94.0,40.7
13422365,0,44,180.0,84.0,11.0,91.0,39.5
16412866,1,49,173.0,67.0,10.0,85.0,39.5
12961279,0,49,179.0,79.0,7.0,95.0,39.5
15322514,1,46,154.0,55.0,3.0,84.0,38.6
18742025,0,75,186.0,84.0,29.0,107.0,41.1
19370901,1,20,167.0,58.0,5.0,76.0,39.3
16152838,1,33,154.0,59.0,28.0,105.0,40.6
11589040,0,68,166.0,75.0,28.0,112.0,40.8
18394669,1,58,173.0,73.0,20.0,104.0,40.6
19783354,0,23,179.0,81.0,26.0,112.0,40.6
15351545,0,79,198.0,96.0,9.0,87.0,39.7
12132600,0,43,201.0,104.0,28.0,103.0,40.7
12811109,1,37,178.0,74.0,24.0,104.0,40.8
13079051,0,75,199.0,103.0,28.0,123.0,40.5
13156882,1,61,173.0,73.0,26.0,102.0,40.8
15720905,1,26,169.0,62.0,9.0,80.0,40.2
11372824,1,23,173.0,72.0,28.0,110.0,40.9
10352361,0,64,178.0,82.0,25.0,111.0,40.8
13705651,1,20,170.0,68.0,8.0,85.0,39.4
16859377,1,22,171.0,69.0,21.0,95.0,40.1
15352402,1,27,169.0,69.0,27.0,116.0,41.1
11626397,0,36,190.0,95.0,7.0,83.0,39.5
13744758,0,59,191.0,92.0,30.0,110.0,41.0
15704485,0,36,206.0,103.0,5.0,84.0,39.0
11639090,1,71,160.0,65.0,8.0,86.0,39.7
17172875,1,21,167.0,67.0,21.0,103.0,40.4
12219500,0,56,188.0,90.0,10.0,91.0,39.7
17495765,1,68,166.0,64.0,2.0,75.0,37.9
18147320,0,75,172.0,74.0,10.0,98.0,39.7
19057565,0,48,176.0,84.0,17.0,89.0,40.4
16697741,0,62,185.0,91.0,24.0,97.0,40.6
14165839,1,53,156.0,60.0,26.0,104.0,40.7
11217409,0,47,187.0,89.0,17.0,97.0,39.9
11023789,0,39,188.0,91.0,13.0,101.0,39.8
16838492,1,54,168.0,63.0,17.0,92.0,40.3
15162283,0,38,201.0,104.0,21.0,101.0,40.6
16886509,1,39,149.0,51.0,26.0,100.0,40.4
15281529,0,51,182.0,81.0,28.0,106.0,40.9
13550814,0,30,193.0,92.0,13.0,104.0,40.3
15912232,1,33,156.0,61.0,5.0,90.0,39.1
17844052,0,47,182.0,82.0,27.0,100.0,40.7
12876943,1,64,155.0,55.0,25.0,114.0,40.8
10280911,1,37,159.0,58.0,8.0,90.0,39.2
19287036,0,41,188.0,91.0,20.0,106.0,40.5
14893331,0,61,179.0,77.0,11.0,90.0,40.0
12514678,0,38,169.0,71.0,10.0,84.0,39.8
16685296,0,21,185.0,88.0,12.0,97.0,39.9
12746799,1,26,173.0,73.0,1.0,69.0,37.9
10986379,0,48,183.0,81.0,21.0,94.0,40.6
12209289,0,71,183.0,80.0,6.0,84.0,39.0
10374360,0,73,199.0,97.0,22.0,107.0,40.9
19857904,1,65,158.0,61.0,26.0,111.0,41.0
14899078,1,57,149.0,56.0,13.0,91.0,39.9
18109896,0,49,185.0,93.0,22.0,99.0,40.5
10658315,0,55,178.0,79.0,4.0,97.0,38.7
16614243,0,20,182.0,74.0,12.0,80.0,39.9
11307336,1,45,163.0,58.0,5.0,84.0,38.9
16566416,1,53,175.0,75.0,13.0,90.0,40.2
12128736,1,46,166.0,58.0,10.0,93.0,39.6
14876896,0,25,198.0,96.0,5.0,85.0,39.1
14351379,0,22,163.0,65.0,9.0,92.0,40.0
17184236,1,60,164.0,66.0,27.0,110.0,40.8
18004108,1,50,168.0,62.0,11.0,89.0,40.1
14000981,1,61,157.0,56.0,17.0,95.0,40.5
15744897,1,69,165.0,62.0,29.0,112.0,40.9
14503730,0,30,195.0,92.0,30.0,101.0,41.0
12911778,1,33,164.0,61.0,20.0,105.0,40.6
12810704,0,21,206.0,105.0,15.0,96.0,40.1
15842647,1,39,152.0,53.0,20.0,99.0,40.9
17928110,0,26,180.0,81.0,7.0,92.0,39.5
16245947,0,44,175.0,80.0,5.0,91.0,39.2
12746398,1,58,144.0,42.0,12.0,96.0,40.1
15409745,0,24,177.0,83.0,4.0,83.0,39.3
11889909,0,35,187.0,91.0,15.0,95.0,40.3
11023601,0,21,189.0,94.0,25.0,111.0,40.6
13200163,0,26,181.0,82.0,29.0,105.0,41.0
14234232,1,30,162.0,57.0,15.0,88.0,40.3
10466078,0,27,182.0,81.0,18.0,105.0,40.5
16901821,1,32,147.0,51.0,4.0,83.0,39.1
15818779,1,30,185.0,84.0,9.0,85.0,39.6
13074999,1,79,160.0,57.0,14.0,85.0,40.0
14418208,1,39,164.0,58.0,25.0,106.0,40.6
